id,split,label,snr_target,noise_type,homology,n,p_mean,p_med,p95,p_max
e12bf87a76ac491a8cd60253e873fba8,train,1,5.0,1overf,H0,2008,inf,0.39710208773612976,0.5291867256164551,inf
e12bf87a76ac491a8cd60253e873fba8,train,1,5.0,1overf,H1,1090,0.07276530870057027,0.05155049264431,0.2103809118270874,1.7044725716114044
ad9b3f47655d492792cf63f4a755f1ec,train,1,10.0,1overf,H0,3000,inf,0.32518500089645386,0.43220892548561096,inf
ad9b3f47655d492792cf63f4a755f1ec,train,1,10.0,1overf,H1,1180,0.07078051285470946,0.0441107451915741,0.24120771884918213,0.4961816966533661
66f6f096ca9840b8ac83e7bd410f4c98,train,1,4.0,1overf,H0,2028,inf,0.35045816004276276,0.49662578105926514,inf
66f6f096ca9840b8ac83e7bd410f4c98,train,1,4.0,1overf,H1,917,0.07807455029066412,0.05116337537765503,0.23207104206085205,1.916427105665207
a799470f598e45b29f274483e130473d,train,1,5.0,white,H0,2000,inf,0.532861977815628,0.6942129135131836,inf
a799470f598e45b29f274483e130473d,train,1,5.0,white,H1,1110,0.07824809570033271,0.054516881704330444,0.22517573833465576,1.7381656765937805
66e766372709481da27cff6d4f672148,train,1,8.0,1overf,H0,2033,inf,0.26483529806137085,0.4023304879665375,inf
66e766372709481da27cff6d4f672148,train,1,8.0,1overf,H1,749,0.07872866673049367,0.05156189203262329,0.2490864098072052,0.4636482298374176
6a9059edd8d646608c738e5d240717b5,train,1,6.0,1overf,H0,1993,inf,0.2861268222332001,0.36931341886520386,inf
6a9059edd8d646608c738e5d240717b5,train,1,6.0,1overf,H1,1097,0.05484705595613721,0.03895404934883118,0.15067648887634277,2.5927568674087524
769745e2f01941afbaddd86abe3cfa4c,train,1,8.0,1overf,H0,3000,inf,0.2277238592505455,0.33813732862472534,inf
769745e2f01941afbaddd86abe3cfa4c,train,1,8.0,1overf,H1,1165,0.06605624372355416,0.04224109649658203,0.2107994258403778,2.116635799407959
5409038fcdb1481c85bc65ac86f51925,train,1,8.0,1overf,H0,2018,inf,0.3068248927593231,0.42177021503448486,inf
5409038fcdb1481c85bc65ac86f51925,train,1,8.0,1overf,H1,813,0.07608834801638112,0.049652427434921265,0.23048001527786255,0.5120895802974701
8255ca72fc52405a82af59bedea45844,train,1,10.0,1overf,H0,3000,inf,0.1977592632174492,0.28505995869636536,inf
8255ca72fc52405a82af59bedea45844,train,1,10.0,1overf,H1,1076,0.07075720299104554,0.04773908853530884,0.21080753207206726,2.1250855922698975
08f49a83c8c5491f9bf69d31bb25b8c7,train,1,3.0,white,H0,1992,inf,0.8078821897506714,1.0540008544921875,inf
08f49a83c8c5491f9bf69d31bb25b8c7,train,1,3.0,white,H1,1456,0.1025618294274414,0.08028620481491089,0.2619318962097168,1.4956942200660706
b2a7c7b7069747a2b800c9cdcab0289f,val,1,8.0,1overf,H0,1008,inf,0.27838234603405,0.406014084815979,inf
b2a7c7b7069747a2b800c9cdcab0289f,val,1,8.0,1overf,H1,400,0.08395121075212955,0.05373215675354004,0.23807424306869507,1.6623213291168213
b5f05b28ac2547f9851d7c4d47c3279c,train,1,8.0,1overf,H0,1988,inf,0.2442856729030609,0.31178030371665955,inf
b5f05b28ac2547f9851d7c4d47c3279c,train,1,8.0,1overf,H1,961,0.061971548475658486,0.04737234115600586,0.156724214553833,2.056859314441681
a0df46e8cfc94e578645919e72004f67,train,1,2.0,1overf,H0,1992,inf,0.7681912779808044,1.0124953985214233,inf
a0df46e8cfc94e578645919e72004f67,train,1,2.0,1overf,H1,1409,0.11719642394480763,0.0860053300857544,0.3392062187194824,1.4180265069007874
37889261ec59414681eff1c9feaf0c4f,train,1,3.0,1overf,H0,3000,inf,0.7276206314563751,0.9775455594062805,inf
37889261ec59414681eff1c9feaf0c4f,train,1,3.0,1overf,H1,2242,0.08552200375764525,0.065670907497406,0.2249826192855835,1.3651592135429382
5fa93fa1e1164d218bbd45093c21ea21,train,1,4.0,1overf,H0,3000,inf,0.47614873945713043,0.6473958492279053,inf
5fa93fa1e1164d218bbd45093c21ea21,train,1,4.0,1overf,H1,1792,0.07431569637265056,0.0531841516494751,0.2133604884147644,1.8942177295684814
14668fa98dcb4925b221b4b12ef75b7e,train,1,6.0,1overf,H0,2008,inf,0.38631410896778107,0.5344960689544678,inf
14668fa98dcb4925b221b4b12ef75b7e,train,1,6.0,1overf,H1,918,0.06786540303225091,0.042895615100860596,0.21092146635055542,1.7208727896213531
30d797d687f84d3eb5c20df9c462d1a9,val,1,2.0,1overf,H0,3000,inf,0.455557182431221,0.7068498730659485,inf
30d797d687f84d3eb5c20df9c462d1a9,val,1,2.0,1overf,H1,1802,0.09427779348986792,0.0657714307308197,0.26762598752975464,1.6273459792137146
479c7dc2c344477c979c661a9ab080cf,train,1,2.0,1overf,H0,2006,inf,0.8136835098266602,1.136245608329773,inf
479c7dc2c344477c979c661a9ab080cf,train,1,2.0,1overf,H1,1838,0.10300128085698863,0.07957249879837036,0.26846933364868164,0.7704542875289917
f2c3693586334be9b6fc7aae3a869d22,train,1,4.0,1overf,H0,3000,inf,0.5313374102115631,0.7146390676498413,inf
f2c3693586334be9b6fc7aae3a869d22,train,1,4.0,1overf,H1,2168,0.06984795640975347,0.05271446704864502,0.19177573919296265,1.352297067642212
f5982490375d4c948622389767ec992b,train,1,6.0,1overf,H0,1006,inf,0.49772076308727264,0.6980305314064026,inf
f5982490375d4c948622389767ec992b,train,1,6.0,1overf,H1,369,0.12580117970947327,0.08812040090560913,0.3802172541618347,0.6587033867835999
4f2cb876da6241ada6c342c399e27200,train,1,2.0,1overf,H0,2013,inf,0.8401723504066467,1.1508461236953735,inf
4f2cb876da6241ada6c342c399e27200,train,1,2.0,1overf,H1,1826,0.10264414836125202,0.07994595170021057,0.27028751373291016,1.2833296656608582
a590d014fa734b8dadb859650704d7fe,val,1,5.0,1overf,H0,994,inf,0.470082625746727,0.6197776198387146,inf
a590d014fa734b8dadb859650704d7fe,val,1,5.0,1overf,H1,505,0.088783993638388,0.060766637325286865,0.23042631149291992,1.6051965951919556
3e735337d14844258e5a04bfd5f38f65,train,1,10.0,white,H0,2008,inf,0.3066137731075287,0.4033380150794983,inf
3e735337d14844258e5a04bfd5f38f65,train,1,10.0,white,H1,785,0.07048957928730425,0.04610362648963928,0.2027283012866974,1.918310433626175
efafea6df0c748659658954566a2d485,train,1,4.0,white,H0,988,inf,0.6943561732769012,0.8624627590179443,inf
efafea6df0c748659658954566a2d485,train,1,4.0,white,H1,520,0.1036425117116708,0.0713702142238617,0.28451377153396606,1.5886803269386292
611b2ddaba3b4c89a0dae48e4d7a6f86,train,1,8.0,1overf,H0,1988,inf,0.30537012219429016,0.39917677640914917,inf
611b2ddaba3b4c89a0dae48e4d7a6f86,train,1,8.0,1overf,H1,965,0.06177439183151166,0.045031994581222534,0.1666555106639862,1.9495652914047241
353e864863274c5987911c05725dce93,train,1,4.0,1overf,H0,1000,inf,0.3723749369382858,0.5121259689331055,inf
353e864863274c5987911c05725dce93,train,1,4.0,1overf,H1,471,0.08933298647277167,0.05854237079620361,0.27960479259490967,1.596161127090454
398c7b03074a427ba491c9d4295a6cc7,train,1,8.0,1overf,H0,2028,inf,0.2909616380929947,0.4060586392879486,inf
398c7b03074a427ba491c9d4295a6cc7,train,1,8.0,1overf,H1,722,0.0778405838478305,0.04728512465953827,0.24738967418670654,1.9175900220870972
5551287c44784e5b8b40b0f7ed7c2b64,train,1,8.0,white,H0,1009,inf,0.4250756800174713,0.579908549785614,inf
5551287c44784e5b8b40b0f7ed7c2b64,train,1,8.0,white,H1,365,0.11258209821296065,0.07607448101043701,0.33584535121917725,0.6950332522392273
6224906981594a2da8eee1c721ec56ea,train,1,10.0,1overf,H0,1000,inf,0.26692618429660797,0.379021018743515,inf
6224906981594a2da8eee1c721ec56ea,train,1,10.0,1overf,H1,343,0.0663627643279362,0.042247891426086426,0.182184100151062,1.807419329881668
d748722cae644919bfa7ecc70919f823,train,1,10.0,1overf,H0,2018,inf,0.3013402819633484,0.4171149432659149,inf
d748722cae644919bfa7ecc70919f823,train,1,10.0,1overf,H1,809,0.07252708431080039,0.04884108901023865,0.2189221978187561,0.506505161523819
6b6be85e8af946dab87099c022c45218,train,1,8.0,1overf,H0,3000,inf,0.35302959382534027,0.4504678547382355,inf
6b6be85e8af946dab87099c022c45218,train,1,8.0,1overf,H1,1538,0.0557668663280373,0.03893619775772095,0.1665513813495636,2.162240147590637
0619de569f37496f9cf9577d938bd52f,test,1,4.0,1overf,H0,1982,inf,0.39949923753738403,0.5492653846740723,inf
0619de569f37496f9cf9577d938bd52f,test,1,4.0,1overf,H1,1438,0.06922172986084961,0.05169859528541565,0.18392378091812134,2.487986236810684
e57cee87d7724b0b8d99d3572d06128d,val,1,4.0,white,H0,3000,inf,0.6362289488315582,0.861739993095398,inf
e57cee87d7724b0b8d99d3572d06128d,val,1,4.0,white,H1,1973,0.07934056090269365,0.05708944797515869,0.21941417455673218,1.7078898549079895
5d106297bb984f28bec4ff1a4aa7d1dc,train,1,4.0,1overf,H0,3000,inf,0.2962510883808136,0.43778789043426514,inf
5d106297bb984f28bec4ff1a4aa7d1dc,train,1,4.0,1overf,H1,1504,0.06252587530167496,0.043139174580574036,0.181902676820755,2.017434597015381
b2463a7950bb4aad8fd978587e6a84c4,train,1,5.0,white,H0,1009,inf,0.5192897319793701,0.7148669958114624,inf
b2463a7950bb4aad8fd978587e6a84c4,train,1,5.0,white,H1,473,0.10175792863454677,0.06792008876800537,0.3211207985877991,0.606960117816925
cbe76941a3f94a67a6d04f7186bf04c5,val,1,3.0,1overf,H0,2030,inf,0.5778027176856995,0.764825701713562,inf
cbe76941a3f94a67a6d04f7186bf04c5,val,1,3.0,1overf,H1,1207,0.08669868659755861,0.06163829565048218,0.25522565841674805,0.7946852445602417
cb7b0dbc0d744389baf42d941953a2be,test,1,2.0,1overf,H0,994,inf,0.8928340077400208,1.256871223449707,inf
cb7b0dbc0d744389baf42d941953a2be,test,1,2.0,1overf,H1,749,0.1115305979197748,0.08431339263916016,0.28519976139068604,1.0113134384155273
95465a511199476e995088973d394222,train,1,4.0,1overf,H0,3000,inf,0.2681753486394882,0.3761569857597351,inf
95465a511199476e995088973d394222,train,1,4.0,1overf,H1,1358,0.05677483897979902,0.036421164870262146,0.16663599014282227,2.64717298746109
e3d5c4595def4e988db46634a9b39d0d,test,1,8.0,1overf,H0,1012,inf,0.28447309136390686,0.4381455183029175,inf
e3d5c4595def4e988db46634a9b39d0d,test,1,8.0,1overf,H1,361,0.08814879682255584,0.06195452809333801,0.2655375599861145,0.5562456250190735
336ce78dfaa54a54b0eca9915c85b0db,train,1,5.0,1overf,H0,2018,inf,0.45761579275131226,0.6239814758300781,inf
336ce78dfaa54a54b0eca9915c85b0db,train,1,5.0,1overf,H1,1026,0.07511050284605975,0.04990145564079285,0.2191649079322815,2.0682759881019592
aac1ebf8f902408bb2c0e1b02047e58d,test,1,5.0,1overf,H0,3000,inf,0.4883393198251724,0.6541194915771484,inf
aac1ebf8f902408bb2c0e1b02047e58d,test,1,5.0,1overf,H1,1823,0.06797739348435101,0.04911142587661743,0.19830918312072754,0.6772878170013428
c488c049eda742f586d1a02259630434,train,1,2.0,1overf,H0,3000,inf,0.8425828516483307,1.1585984230041504,inf
c488c049eda742f586d1a02259630434,train,1,2.0,1overf,H1,3270,0.09124648106207542,0.07173985242843628,0.23556208610534668,1.175096333026886
5ea673a792a04c6fbb4f86f9264d5f2e,train,1,4.0,1overf,H0,2000,inf,0.3892688900232315,0.5061041116714478,inf
5ea673a792a04c6fbb4f86f9264d5f2e,train,1,4.0,1overf,H1,1128,0.07926035442567886,0.05761048197746277,0.22515034675598145,2.272141695022583
22fc4cc94ddb498abd0f96051445341e,train,1,3.0,1overf,H0,2013,inf,0.8001750111579895,1.044551134109497,inf
22fc4cc94ddb498abd0f96051445341e,train,1,3.0,1overf,H1,1515,0.0920774800155816,0.06788003444671631,0.26370567083358765,1.4212139248847961
4512c51e1adc411591df0346622eaec8,train,1,10.0,white,H0,1004,inf,0.35136790573596954,0.4787726402282715,inf
4512c51e1adc411591df0346622eaec8,train,1,10.0,white,H1,311,0.09909215358675867,0.059336185455322266,0.28376299142837524,1.7230603098869324
bb7b6d80a7e844b0bc15df1c02b962d5,test,1,2.0,1overf,H0,994,inf,0.8134478032588959,1.076185941696167,inf
bb7b6d80a7e844b0bc15df1c02b962d5,test,1,2.0,1overf,H1,731,0.11881864894431202,0.09303510189056396,0.3115319013595581,1.3646293878555298
f721c079001248e4842051572ded7f40,train,1,4.0,1overf,H0,3000,inf,0.335275337100029,0.4525286853313446,inf
f721c079001248e4842051572ded7f40,train,1,4.0,1overf,H1,1467,0.07114722022574697,0.04789090156555176,0.2117592692375183,2.219719171524048
4d6754e7bbe0440e9efa2a5896e0e978,val,1,6.0,1overf,H0,2028,inf,0.24733490496873856,0.37856534123420715,inf
4d6754e7bbe0440e9efa2a5896e0e978,val,1,6.0,1overf,H1,687,0.07724064217644487,0.04715847969055176,0.2376566231250763,1.95432710647583
fb49f4d10d1b4484a5165b5e77703a0f,val,1,2.0,1overf,H0,2012,inf,0.800977349281311,1.1074501276016235,inf
fb49f4d10d1b4484a5165b5e77703a0f,val,1,2.0,1overf,H1,1892,0.09920727661623763,0.08113551139831543,0.2543536424636841,0.8554728031158447
369ef24ea33843d689d18cec6001b184,train,1,4.0,white,H0,2027,inf,0.703193187713623,0.9270792007446289,inf
369ef24ea33843d689d18cec6001b184,train,1,4.0,white,H1,1223,0.09301563929263822,0.06611138582229614,0.2784692645072937,0.6416171789169312
d9268aae3d254256a56918a1e82f8d30,val,1,3.0,1overf,H0,2033,inf,0.5085159540176392,0.7148417830467224,inf
d9268aae3d254256a56918a1e82f8d30,val,1,3.0,1overf,H1,1227,0.08615185059273059,0.06084531545639038,0.24345147609710693,0.7295501232147217
574e09141e954e3cbf5cbca7315554b2,train,1,5.0,white,H0,2012,inf,0.5173436999320984,0.6809741258621216,inf
574e09141e954e3cbf5cbca7315554b2,train,1,5.0,white,H1,1055,0.07714783755523899,0.05751073360443115,0.22141122817993164,1.7194994688034058
6984f07db5614db782faedd612d47df8,train,1,5.0,1overf,H0,1006,inf,0.6097545325756073,0.796022891998291,inf
6984f07db5614db782faedd612d47df8,train,1,5.0,1overf,H1,466,0.11608079702557413,0.07713788747787476,0.3570079803466797,1.0317032933235168
e8eb47aeb78842e88f7ae51ee107e201,train,1,5.0,1overf,H0,2012,inf,0.5054334104061127,0.6605412364006042,inf
e8eb47aeb78842e88f7ae51ee107e201,train,1,5.0,1overf,H1,1196,0.07197179655267244,0.05258795619010925,0.19257372617721558,1.6957401037216187
ab1bfd34a07140ecb387c863982d00ec,train,1,4.0,1overf,H0,3000,inf,0.29930131137371063,0.43614116311073303,inf
ab1bfd34a07140ecb387c863982d00ec,train,1,4.0,1overf,H1,1519,0.06371460892284599,0.04386025667190552,0.1890397071838379,2.4607565999031067
a491e0c3282b41978875033f4446ce04,test,1,10.0,1overf,H0,1004,inf,0.39352138340473175,0.5184819102287292,inf
a491e0c3282b41978875033f4446ce04,test,1,10.0,1overf,H1,398,0.10559749401094926,0.07683709263801575,0.2978318929672241,1.8421149849891663
6a3b0db8532546fbbabb4197c22601a1,test,1,2.0,white,H0,2006,inf,1.016477346420288,1.3573776483535767,inf
6a3b0db8532546fbbabb4197c22601a1,test,1,2.0,white,H1,1950,0.11109400116480314,0.087252676486969,0.2905597686767578,0.8256220817565918
67803b9bf51b43d08cf7c66a367a2263,train,1,5.0,white,H0,1976,inf,0.4999617040157318,0.6495381593704224,inf
67803b9bf51b43d08cf7c66a367a2263,train,1,5.0,white,H1,1193,0.07215017415052288,0.05380278825759888,0.19526249170303345,1.6654635071754456
542c996800d040b3be65edec176016cc,train,1,8.0,1overf,H0,1008,inf,0.31915557384490967,0.45036590099334717,inf
542c996800d040b3be65edec176016cc,train,1,8.0,1overf,H1,367,0.08918056362981043,0.059945523738861084,0.2353733479976654,1.4828599095344543
3465d23f3ee7487daa32ece633b94976,train,1,10.0,white,H0,2018,inf,0.2852224111557007,0.3804771304130554,inf
3465d23f3ee7487daa32ece633b94976,train,1,10.0,white,H1,807,0.061637067957290785,0.03869721293449402,0.18572154641151428,1.9031107425689697
15c00ee73bbd47c7be8a46c0bc13227d,train,1,2.0,1overf,H0,3000,inf,0.9046301245689392,1.2206275463104248,inf
15c00ee73bbd47c7be8a46c0bc13227d,train,1,2.0,1overf,H1,3126,0.10118204267529898,0.08170130848884583,0.257612943649292,0.8326289057731628
f84a0d13ea704a2693e2e43991260bfd,val,1,8.0,1overf,H0,3000,inf,0.36994554102420807,0.4922882616519928,inf
f84a0d13ea704a2693e2e43991260bfd,val,1,8.0,1overf,H1,1306,0.06921754070025674,0.04267460107803345,0.23211735486984253,0.4687775671482086
4475ad7579e144f78a972fc3c43e9d87,train,1,2.0,1overf,H0,3000,inf,0.5080372989177704,0.7264561653137207,inf
4475ad7579e144f78a972fc3c43e9d87,train,1,2.0,1overf,H1,1970,0.08052595362142863,0.05669611692428589,0.22849947214126587,1.8016497492790222
7349cb2ede7a4958a408705c3340eedc,val,1,6.0,1overf,H0,3000,inf,0.3830074071884155,0.5238025188446045,inf
7349cb2ede7a4958a408705c3340eedc,val,1,6.0,1overf,H1,1439,0.0695322013878839,0.04667612910270691,0.20787888765335083,0.6231772899627686
53e331c30652483998559647c666c698,train,1,5.0,1overf,H0,1004,inf,0.40811872482299805,0.5493758320808411,inf
53e331c30652483998559647c666c698,train,1,5.0,1overf,H1,409,0.1056103532209373,0.07086139917373657,0.30565252900123596,1.9116795063018799
3a5b036e8bd44379826079b2c3accb62,train,1,5.0,1overf,H0,1009,inf,0.5140193104743958,0.7029932737350464,inf
3a5b036e8bd44379826079b2c3accb62,train,1,5.0,1overf,H1,475,0.09511522738557113,0.0576363205909729,0.3319803476333618,0.6958928108215332
76e3d21a17794806948c5c83e9bb7097,train,1,3.0,white,H0,2013,inf,0.8094460368156433,1.037732720375061,inf
76e3d21a17794806948c5c83e9bb7097,train,1,3.0,white,H1,1524,0.0970782867566807,0.07438582181930542,0.26123863458633423,1.4102416634559631
ed3a03cb071a4ea486161d9490c79345,test,1,10.0,1overf,H0,2032,inf,0.1905139684677124,0.2911762595176697,inf
ed3a03cb071a4ea486161d9490c79345,test,1,10.0,1overf,H1,660,0.07283410802483559,0.04271119087934494,0.24514809250831604,1.7015593647956848
153ae375c59248a4b5129978715e3f65,val,1,6.0,1overf,H0,1008,inf,0.2948533892631531,0.43939992785453796,inf
153ae375c59248a4b5129978715e3f65,val,1,6.0,1overf,H1,330,0.0852049424792781,0.04733891785144806,0.25482243299484253,1.5172583758831024
79b8667b7a1b4a17b42d6f962c6fdd3f,test,1,2.0,1overf,H0,3000,inf,0.9097833335399628,1.2281776666641235,inf
79b8667b7a1b4a17b42d6f962c6fdd3f,test,1,2.0,1overf,H1,2947,0.10387034346622898,0.07995951175689697,0.27500391006469727,0.8872343301773071
74f37a9e8cd940ff858f4848a6814d81,train,1,8.0,1overf,H0,2036,inf,0.21651779860258102,0.34539303183555603,inf
74f37a9e8cd940ff858f4848a6814d81,train,1,8.0,1overf,H1,748,0.06747864844167933,0.04248102009296417,0.21431037783622742,0.4399697780609131
90d5632aa0b64b6e847ffdd9e0cdb3b9,train,1,2.0,1overf,H0,2018,inf,0.5057960152626038,0.7932488918304443,inf
90d5632aa0b64b6e847ffdd9e0cdb3b9,train,1,2.0,1overf,H1,1198,0.0984781170776969,0.07136151194572449,0.26959681510925293,1.3436718583106995
53c04ef5052341e5b5fd9a87c8815577,train,1,8.0,1overf,H0,2018,inf,0.3030571937561035,0.41165536642074585,inf
53c04ef5052341e5b5fd9a87c8815577,train,1,8.0,1overf,H1,920,0.05349552586026814,0.035281747579574585,0.163368821144104,1.909521460533142
dcf2bf8a89874e4091b630c12ed7e60a,train,1,10.0,1overf,H0,1009,inf,0.34759002923965454,0.5150232315063477,inf
dcf2bf8a89874e4091b630c12ed7e60a,train,1,10.0,1overf,H1,364,0.10764520529371041,0.07040444016456604,0.3407657742500305,0.5456349849700928
b38da292f23a4c35875f83c358f83011,test,1,10.0,1overf,H0,1004,inf,0.35090750455856323,0.4864742159843445,inf
b38da292f23a4c35875f83c358f83011,test,1,10.0,1overf,H1,328,0.10911807599591046,0.07240259647369385,0.28948813676834106,1.92213773727417
19df9acdc7fc48b9ba9035963cbeb1ed,train,1,10.0,1overf,H0,2018,inf,0.2835341542959213,0.3828677237033844,inf
19df9acdc7fc48b9ba9035963cbeb1ed,train,1,10.0,1overf,H1,781,0.06225166251351067,0.0395810604095459,0.1806463599205017,1.9231539964675903
5d25a12354684c6692aa15482797dd14,train,1,4.0,white,H0,1009,inf,0.5669512152671814,0.7872275710105896,inf
5d25a12354684c6692aa15482797dd14,train,1,4.0,white,H1,510,0.09160091234188454,0.06110110878944397,0.295549213886261,0.5713408589363098
43f35f7784514ee6ab7d5c16231929d7,val,1,2.0,1overf,H0,2006,inf,0.925337016582489,1.2390551567077637,inf
43f35f7784514ee6ab7d5c16231929d7,val,1,2.0,1overf,H1,1845,0.09936480948595497,0.07829666137695312,0.25843268632888794,0.9592431783676147
cf7a4ac8e4d54b628de865854a1447e1,val,1,2.0,1overf,H0,1982,inf,0.4123525619506836,0.6177076101303101,inf
cf7a4ac8e4d54b628de865854a1447e1,val,1,2.0,1overf,H1,1123,0.10148897676837307,0.07033830881118774,0.30744993686676025,1.9284737408161163
2b83d521ec184461a1adff215f7ca4aa,val,1,4.0,1overf,H0,2018,inf,0.5221177339553833,0.7077685594558716,inf
2b83d521ec184461a1adff215f7ca4aa,val,1,4.0,1overf,H1,1150,0.08676643143529478,0.061023592948913574,0.2540016174316406,1.9244845509529114
c80a2e3cb2c749599f0c0e09e254d447,train,1,5.0,1overf,H0,2028,inf,0.36466823518276215,0.5036063194274902,inf
c80a2e3cb2c749599f0c0e09e254d447,train,1,5.0,1overf,H1,941,0.07307858614688471,0.046492040157318115,0.23156499862670898,1.8055783808231354
881963d453b2493d8aec8c3adaec5100,train,1,10.0,1overf,H0,3000,inf,0.2577561140060425,0.3718109130859375,inf
881963d453b2493d8aec8c3adaec5100,train,1,10.0,1overf,H1,1159,0.06598475564518708,0.038458049297332764,0.2282332479953766,0.5262956619262695
6ff2ee586b9e40bd911d05338d79012e,train,1,5.0,1overf,H0,2012,inf,0.4257304072380066,0.5569456219673157,inf
6ff2ee586b9e40bd911d05338d79012e,train,1,5.0,1overf,H1,976,0.07993999346480017,0.054632604122161865,0.23714739084243774,0.5773999691009521
fd52b17c17b8480d9c96462c392136dc,train,1,10.0,1overf,H0,2018,inf,0.27162298560142517,0.37456437945365906,inf
fd52b17c17b8480d9c96462c392136dc,train,1,10.0,1overf,H1,782,0.06320203791189072,0.04002337157726288,0.18582361936569214,1.9405397772789001
d08aee509bda4b96b152cb7ed53bc4a0,test,1,4.0,white,H0,2030,inf,0.5925388038158417,0.8029164671897888,inf
d08aee509bda4b96b152cb7ed53bc4a0,test,1,4.0,white,H1,1211,0.08193703073297622,0.05855274200439453,0.23087459802627563,0.5604236721992493
d97a94ba58374ac58a93a51334d1fee7,train,1,10.0,1overf,H0,1009,inf,0.3730866014957428,0.5247047543525696,inf
d97a94ba58374ac58a93a51334d1fee7,train,1,10.0,1overf,H1,371,0.10190721310052589,0.0628538727760315,0.32358378171920776,0.5615850687026978
773a81ceb2274bd7898bf6442fe89bb5,train,1,5.0,white,H0,3000,inf,0.553271472454071,0.7180567383766174,inf
773a81ceb2274bd7898bf6442fe89bb5,train,1,5.0,white,H1,1815,0.07283539645599596,0.05498701333999634,0.20989519357681274,1.7564864754676819
7db7b50acc564c029df8a18b611fb278,train,1,5.0,1overf,H0,2018,inf,0.3974671810865402,0.5557596683502197,inf
7db7b50acc564c029df8a18b611fb278,train,1,5.0,1overf,H1,1059,0.07140601165346429,0.04913896322250366,0.2025330662727356,0.767805814743042
c16c0810ab694f28810ffbc4cff82e61,test,1,5.0,white,H0,994,inf,0.4751923978328705,0.6467242240905762,inf
c16c0810ab694f28810ffbc4cff82e61,test,1,5.0,white,H1,486,0.08220367857212883,0.05623215436935425,0.2442171573638916,1.6344679594039917
699d66ef3f294c3480e02ee7d0d0d775,train,1,10.0,1overf,H0,994,inf,0.3327156752347946,0.4593387246131897,inf
699d66ef3f294c3480e02ee7d0d0d775,train,1,10.0,1overf,H1,341,0.10815883722822688,0.08064889907836914,0.28111016750335693,1.9441683888435364
fb9cdeee814d42f69a30a61efd3f0d9d,test,1,8.0,1overf,H0,2033,inf,0.2547486424446106,0.3914286196231842,inf
fb9cdeee814d42f69a30a61efd3f0d9d,test,1,8.0,1overf,H1,709,0.07250797981856068,0.04104366898536682,0.25868529081344604,0.5485137701034546
3e3309dd232043d5aec4250e5f713ba4,train,1,2.0,1overf,H0,1999,inf,0.9591947793960571,1.2987923622131348,inf
3e3309dd232043d5aec4250e5f713ba4,train,1,2.0,1overf,H1,1962,0.11432783811464223,0.09129613637924194,0.29602301120758057,0.7264991998672485
5915f55628054477b30e3acb85a054eb,train,1,5.0,1overf,H0,2033,inf,0.3746582269668579,0.5145074129104614,inf
5915f55628054477b30e3acb85a054eb,train,1,5.0,1overf,H1,985,0.06810550372007534,0.04628962278366089,0.20674413442611694,0.6095887422561646
8590f82ba5e34d90bd5b55d735573d2f,train,1,2.0,1overf,H0,1006,inf,0.5943562388420105,0.8202579021453857,inf
8590f82ba5e34d90bd5b55d735573d2f,train,1,2.0,1overf,H1,574,0.10830114537830553,0.07483795285224915,0.2949267029762268,2.0377787947654724
706309ac94d84707bfa2d2710cf0a849,train,1,4.0,1overf,H0,988,inf,0.5706753432750702,0.7319087386131287,inf
706309ac94d84707bfa2d2710cf0a849,train,1,4.0,1overf,H1,490,0.10041583910280344,0.0641833245754242,0.2744957208633423,1.767904281616211
92ecd978c2424b048e3f24abca03aa14,val,1,10.0,1overf,H0,2018,inf,0.2769851088523865,0.3732365369796753,inf
92ecd978c2424b048e3f24abca03aa14,val,1,10.0,1overf,H1,723,0.07883032655567548,0.04975572228431702,0.22107073664665222,1.8795743584632874
bff2824e758e4235b39d1925303a3c17,train,1,3.0,1overf,H0,3000,inf,0.6325878798961639,0.8644686937332153,inf
bff2824e758e4235b39d1925303a3c17,train,1,3.0,1overf,H1,2355,0.07768683666383132,0.06031721830368042,0.20328503847122192,1.2134363651275635
bf6852e98f4645b78fb185c1f1216b65,train,1,5.0,white,H0,2012,inf,0.5200586020946503,0.6855006217956543,inf
bf6852e98f4645b78fb185c1f1216b65,train,1,5.0,white,H1,1154,0.07750586171084095,0.05388760566711426,0.2304266095161438,0.515317976474762
6f8454783b7e493592604a79c2b01721,val,1,8.0,1overf,H0,2028,inf,0.29319724440574646,0.4095427691936493,inf
6f8454783b7e493592604a79c2b01721,val,1,8.0,1overf,H1,771,0.07478247066880014,0.049866437911987305,0.21853125095367432,1.9112569987773895
ea9b12154ea14256ad8963fd96179994,train,1,6.0,1overf,H0,1964,inf,0.5075344443321228,0.642585813999176,inf
ea9b12154ea14256ad8963fd96179994,train,1,6.0,1overf,H1,1037,0.0804129822274873,0.05506938695907593,0.23385798931121826,2.1819406151771545
6c79f796b1cd4d978b8c23c292ba7d32,train,1,8.0,white,H0,3000,inf,0.29984450340270996,0.39864376187324524,inf
6c79f796b1cd4d978b8c23c292ba7d32,train,1,8.0,white,H1,1496,0.051956113856186203,0.03545626997947693,0.15411695837974548,1.7496281266212463
fbc415db812f4f98853a22b091cd1849,train,1,8.0,1overf,H0,2018,inf,0.2948100119829178,0.4091816544532776,inf
fbc415db812f4f98853a22b091cd1849,train,1,8.0,1overf,H1,871,0.05632575212129906,0.03610348701477051,0.1775507628917694,2.0279398262500763
