id,split,label,snr_target,noise_type,homology,n,p_mean,p_med,p95,p_max
9c5c051e28b34a6a81e3a8c4ae7a7b94,train,1,8.0,white,H1,1417,0.0614047481000802,0.03927969932556152,0.19576337933540344,0.46822038292884827
113ed4ea70f0408cb2c339877f268ebb,test,1,10.0,1overf,H0,3000,inf,0.26498132944107056,0.3774717152118683,inf
113ed4ea70f0408cb2c339877f268ebb,test,1,10.0,1overf,H1,1202,0.06385653663098118,0.039181292057037354,0.2188563346862793,0.48515892028808594
c5cdc93796474db7a510c166b7e1f152,test,1,8.0,1overf,H0,3000,inf,0.23558955639600754,0.34317076206207275,inf
c5cdc93796474db7a510c166b7e1f152,test,1,8.0,1overf,H1,1389,0.05611710456891228,0.037990570068359375,0.16810393333435059,0.509286642074585
129be87af5d64d389964ccb5989c98e9,train,1,4.0,1overf,H0,1009,inf,0.5537814497947693,0.742702841758728,inf
129be87af5d64d389964ccb5989c98e9,train,1,4.0,1overf,H1,528,0.09511640193787488,0.06586617231369019,0.2800675630569458,0.5881059169769287
66958d87948e44f7bb683a78e60a447e,train,1,5.0,1overf,H0,1988,inf,0.2722114324569702,0.37533751130104065,inf
66958d87948e44f7bb683a78e60a447e,train,1,5.0,1overf,H1,1116,0.05943769659833669,0.04273563623428345,0.15586119890213013,2.1163768470287323
298074171dd342d0ab68c9cc47911ccb,train,1,2.0,white,H0,2020,inf,1.0229241251945496,1.3770767450332642,inf
298074171dd342d0ab68c9cc47911ccb,train,1,2.0,white,H1,1945,0.11945557756718143,0.0918499231338501,0.31312990188598633,0.8486095666885376
f1a173eb534d4c9c84b5bbd96e60603a,test,1,4.0,1overf,H0,3000,inf,0.5428877770900726,0.7239941358566284,inf
f1a173eb534d4c9c84b5bbd96e60603a,test,1,4.0,1overf,H1,2062,0.07120094628269295,0.0536331832408905,0.20413929224014282,0.5628218650817871
4cdd42764a0449f8b3d1058c3d4b52e9,train,1,8.0,1overf,H0,988,inf,0.37396475672721863,0.5006258487701416,inf
4cdd42764a0449f8b3d1058c3d4b52e9,train,1,8.0,1overf,H1,325,0.1277529503748967,0.0892687439918518,0.3176655173301697,2.221765398979187
e6f745454b114bbd965d14a9614bf763,train,1,2.0,white,H0,3000,inf,0.9474416077136993,1.272411823272705,inf
e6f745454b114bbd965d14a9614bf763,train,1,2.0,white,H1,3188,0.10559966466582404,0.08549487590789795,0.2709202766418457,0.7416232228279114
5cb057eb121b4a479c1cc6dae6d81a29,val,1,3.0,1overf,H0,3000,inf,0.7338777780532837,0.9788844585418701,inf
5cb057eb121b4a479c1cc6dae6d81a29,val,1,3.0,1overf,H1,2395,0.08569756955343895,0.06635916233062744,0.22255635261535645,1.3470386266708374
ec7b1a20532e4649a46494c5f1c43f9d,train,1,10.0,1overf,H0,2024,inf,0.353729248046875,0.47219493985176086,inf
ec7b1a20532e4649a46494c5f1c43f9d,train,1,10.0,1overf,H1,747,0.08827560563563024,0.0562591552734375,0.2672090530395508,2.095401793718338
1af38d04be454138884368089e37e293,train,1,3.0,white,H0,1004,inf,0.6296313405036926,0.8959487080574036,inf
1af38d04be454138884368089e37e293,train,1,3.0,white,H1,594,0.09562368053779859,0.07109659910202026,0.2587464451789856,0.8774606585502625
63d229575390489e85562d3d784aa398,test,1,3.0,1overf,H0,2000,inf,0.625637948513031,0.8547524213790894,inf
63d229575390489e85562d3d784aa398,test,1,3.0,1overf,H1,1371,0.09664982926836856,0.07077348232269287,0.2653653025627136,1.3955472111701965
d66ba32a790f4e20b58d6c24565807d3,train,1,8.0,1overf,H0,1009,inf,0.40657827258110046,0.5746168494224548,inf
d66ba32a790f4e20b58d6c24565807d3,train,1,8.0,1overf,H1,363,0.11110811604612787,0.07262420654296875,0.3299103379249573,0.6782845258712769
94b1ae9e99b24aa797528910ff3564a5,train,1,2.0,1overf,H0,2013,inf,0.3755173683166504,0.5454222559928894,inf
94b1ae9e99b24aa797528910ff3564a5,train,1,2.0,1overf,H1,1195,0.06952117669033706,0.048867106437683105,0.18810534477233887,1.696843296289444
a9e4beda54ab4f848941874cf293f6fb,train,1,2.0,1overf,H0,2020,inf,0.8853596746921539,1.2251513004302979,inf
a9e4beda54ab4f848941874cf293f6fb,train,1,2.0,1overf,H1,1723,0.10635351404781197,0.08455848693847656,0.28128355741500854,1.132425844669342
cfa5883f41414cc5b221d59772bab3e2,test,1,6.0,1overf,H0,1988,inf,0.35747016966342926,0.48665517568588257,inf
cfa5883f41414cc5b221d59772bab3e2,test,1,6.0,1overf,H1,1017,0.07193490839403054,0.04994356632232666,0.19596093893051147,1.7520994246006012
ab51eb0ca15b4f23a707c87b4f5d473e,train,1,3.0,1overf,H0,994,inf,0.7322183549404144,0.9667239785194397,inf
ab51eb0ca15b4f23a707c87b4f5d473e,train,1,3.0,1overf,H1,630,0.10948931357217213,0.08889254927635193,0.2736281752586365,1.3371062278747559
45a62f0ca0a74ddca1c9898b0a89000b,test,1,2.0,1overf,H0,2000,inf,0.4826961159706116,0.7173635363578796,inf
45a62f0ca0a74ddca1c9898b0a89000b,test,1,2.0,1overf,H1,1306,0.09462901425033032,0.07340574264526367,0.24621647596359253,1.8603536486625671
229cbaa2c3b842978d513841d08b8567,test,1,3.0,1overf,H0,1006,inf,0.680508017539978,0.8956688046455383,inf
229cbaa2c3b842978d513841d08b8567,test,1,3.0,1overf,H1,523,0.11148893229136275,0.07844901084899902,0.33165961503982544,0.9018672108650208
b156c522e63e4b1b953c265b60c05103,train,1,4.0,1overf,H0,3000,inf,0.5465353727340698,0.7168723940849304,inf
b156c522e63e4b1b953c265b60c05103,train,1,4.0,1overf,H1,1965,0.07388078141151797,0.05530905723571777,0.20524591207504272,1.5521141290664673
04e9168b2d8c4668a7b690fe536287ce,train,1,5.0,white,H0,3000,inf,0.4617834687232971,0.6140064001083374,inf
04e9168b2d8c4668a7b690fe536287ce,train,1,5.0,white,H1,1909,0.061364301528650904,0.046252429485321045,0.1676761507987976,1.7758265137672424
c9812651f77a46639a3680e305d9ca9f,train,1,4.0,1overf,H0,2018,inf,0.5820135474205017,0.7739126682281494,inf
c9812651f77a46639a3680e305d9ca9f,train,1,4.0,1overf,H1,1302,0.08403960520404458,0.06180498003959656,0.23578190803527832,1.6741673350334167
7cb5508e83534b4d88e35a6c2ba9366f,train,1,5.0,1overf,H0,2018,inf,0.40432359278202057,0.5604683756828308,inf
7cb5508e83534b4d88e35a6c2ba9366f,train,1,5.0,1overf,H1,1011,0.07629495107455495,0.05298870801925659,0.23008263111114502,0.596513032913208
5971cecd4836421093073fe98523be89,train,1,8.0,1overf,H0,994,inf,0.3544648587703705,0.4851059317588806,inf
5971cecd4836421093073fe98523be89,train,1,8.0,1overf,H1,387,0.07808803541715754,0.04993802309036255,0.2146361768245697,1.9996008574962616
a5f70799f6db4b939ad845fef4bb5b62,val,1,6.0,1overf,H0,994,inf,0.39933328330516815,0.5730283856391907,inf
a5f70799f6db4b939ad845fef4bb5b62,val,1,6.0,1overf,H1,453,0.08422313883867748,0.05476486682891846,0.2284841537475586,1.9872942566871643
7baaa75763c34806bcfbf80f311399af,val,1,6.0,white,H0,1964,inf,0.4952830374240875,0.628983199596405,inf
7baaa75763c34806bcfbf80f311399af,val,1,6.0,white,H1,1046,0.06989846835856683,0.049388378858566284,0.1892528533935547,2.1548858284950256
d7ef860d681d44cfb7f78d21bc25b1e5,train,1,6.0,white,H0,2012,inf,0.4213981479406357,0.5658290386199951,inf
d7ef860d681d44cfb7f78d21bc25b1e5,train,1,6.0,white,H1,1060,0.0616352657383343,0.04219457507133484,0.1815246343612671,1.7556456923484802
b11f85b8adc9480e9d317946cccd4259,val,1,5.0,1overf,H0,2000,inf,0.4650389850139618,0.6174706816673279,inf
b11f85b8adc9480e9d317946cccd4259,val,1,5.0,1overf,H1,1064,0.08676301335033618,0.06042322516441345,0.24828553199768066,1.850167453289032
735f751a06f342fc931cb71011f6246e,test,1,3.0,1overf,H0,3000,inf,0.6411550641059875,0.8448443412780762,inf
735f751a06f342fc931cb71011f6246e,test,1,3.0,1overf,H1,2565,0.08431890505796287,0.06738734245300293,0.22386384010314941,1.9114181995391846
87819496c8434eeda69d3b81c07b889b,train,1,3.0,white,H0,2012,inf,0.6947691142559052,0.9435808658599854,inf
87819496c8434eeda69d3b81c07b889b,train,1,3.0,white,H1,1529,0.0865979685044273,0.06539243459701538,0.23075371980667114,1.1733388900756836
2350c5c69dfb45e68b3027d4a30ea4c8,test,1,3.0,1overf,H0,1009,inf,0.6661919951438904,0.9292810559272766,inf
2350c5c69dfb45e68b3027d4a30ea4c8,test,1,3.0,1overf,H1,621,0.10052422538471682,0.07517838478088379,0.278663694858551,0.5761674642562866
851e9994cc114ca48e30ff854c7d5aeb,train,1,6.0,white,H0,2012,inf,0.43464574217796326,0.5737932324409485,inf
851e9994cc114ca48e30ff854c7d5aeb,train,1,6.0,white,H1,1124,0.06223060646727416,0.04552772641181946,0.17789578437805176,1.6932093501091003
37fe992a66b0492a9c3528f85319c62f,train,1,8.0,1overf,H0,2033,inf,0.3005049526691437,0.4234928488731384,inf
37fe992a66b0492a9c3528f85319c62f,train,1,8.0,1overf,H1,751,0.07456702234027547,0.04348134994506836,0.24223998188972473,0.4579641819000244
b2f0ec79cb8247889a699f0298e14fa4,val,1,4.0,1overf,H0,3000,inf,0.28904446959495544,0.4224889874458313,inf
b2f0ec79cb8247889a699f0298e14fa4,val,1,4.0,1overf,H1,1352,0.06674819807769984,0.041076019406318665,0.2092636525630951,0.964844822883606
c9b8d2815bef409ca6547e931eadb832,train,1,8.0,white,H0,1983,inf,0.34507933259010315,0.46148139238357544,inf
c9b8d2815bef409ca6547e931eadb832,train,1,8.0,white,H1,871,0.06598007129815361,0.04502677917480469,0.201032817363739,0.4625403881072998
ab5b9a450ad24db99ebf1aacd696bfef,test,1,10.0,white,H0,1983,inf,0.2955928146839142,0.393117755651474,inf
ab5b9a450ad24db99ebf1aacd696bfef,test,1,10.0,white,H1,897,0.06119344040435825,0.04150781035423279,0.1842782199382782,0.3801875412464142
30923ecbcb814a72b65351fb0691ddae,train,1,6.0,1overf,H0,3000,inf,0.3769225776195526,0.4971952736377716,inf
30923ecbcb814a72b65351fb0691ddae,train,1,6.0,1overf,H1,1546,0.06783896468743623,0.047030434012413025,0.1959804892539978,2.079949676990509
0f699b4efdea40cfbe99729a4217e442,train,1,4.0,1overf,H0,2012,inf,0.5430489480495453,0.741365909576416,inf
0f699b4efdea40cfbe99729a4217e442,train,1,4.0,1overf,H1,1235,0.08489351825192873,0.06384563446044922,0.22965896129608154,1.8106669783592224
ed522d3a12c74f2f8ab8ac4a3372a930,val,1,3.0,1overf,H0,994,inf,0.6316077411174774,0.8599360585212708,inf
ed522d3a12c74f2f8ab8ac4a3372a930,val,1,3.0,1overf,H1,738,0.09578950376045413,0.07172667980194092,0.2549561858177185,2.3333290815353394
e6215f2206b743d3b6648330bddc4e98,val,1,3.0,1overf,H0,2018,inf,0.515580028295517,0.7201941609382629,inf
e6215f2206b743d3b6648330bddc4e98,val,1,3.0,1overf,H1,1244,0.09321219850199783,0.06802812218666077,0.26270270347595215,1.8970688581466675
4bd0430516f1480aa09a611e4b6cdfb8,test,1,2.0,white,H0,1985,inf,0.9483767747879028,1.3024400472640991,inf
4bd0430516f1480aa09a611e4b6cdfb8,test,1,2.0,white,H1,2037,0.10475998727726363,0.08196234703063965,0.2708859443664551,0.7891042232513428
5c365be4d29e4a1589a7962ea1f99a10,val,1,8.0,white,H0,994,inf,0.3527074456214905,0.478557288646698,inf
5c365be4d29e4a1589a7962ea1f99a10,val,1,8.0,white,H1,336,0.09100360272540933,0.0590839684009552,0.26113593578338623,1.884495198726654
528c818942e1452db4517f40a1c0b317,train,1,2.0,1overf,H0,2013,inf,0.8318925499916077,1.1315579414367676,inf
528c818942e1452db4517f40a1c0b317,train,1,2.0,1overf,H1,1749,0.10291836703416618,0.08039450645446777,0.2729532718658447,1.4627591967582703
48d5c87098054739abdbcac9888b3178,train,1,6.0,white,H0,2012,inf,0.41674819588661194,0.557927668094635,inf
48d5c87098054739abdbcac9888b3178,train,1,6.0,white,H1,1054,0.06357619697952632,0.04256322979927063,0.18728768825531006,1.8842206597328186
a9b9dede11934ac1bcda81505c0d9497,test,1,4.0,1overf,H0,3000,inf,0.5199603140354156,0.7027102708816528,inf
a9b9dede11934ac1bcda81505c0d9497,test,1,4.0,1overf,H1,2074,0.06636011695333019,0.05018121004104614,0.18184566497802734,1.471514105796814
1fc0ec1ead244fa78d5a698af305a8cf,train,1,6.0,white,H0,988,inf,0.5559395253658295,0.7018461227416992,inf
1fc0ec1ead244fa78d5a698af305a8cf,train,1,6.0,white,H1,410,0.11506222951702955,0.07283779978752136,0.36017751693725586,1.9165021777153015
6b1b7c3160b64b0bb2502658d0a6c308,train,1,10.0,1overf,H0,1988,inf,0.28315575420856476,0.3735285997390747,inf
6b1b7c3160b64b0bb2502658d0a6c308,train,1,10.0,1overf,H1,836,0.0588122397554263,0.03943544626235962,0.16724905371665955,1.9417524635791779
987f9186c54e40fbb87c8615fefb4202,val,1,8.0,white,H0,3000,inf,0.33277785778045654,0.43624746799468994,inf
987f9186c54e40fbb87c8615fefb4202,val,1,8.0,white,H1,1563,0.05026512247434581,0.033230990171432495,0.1486804187297821,2.064417779445648
d7cf8c54919b433382549e284dbd2461,train,1,10.0,white,H0,2033,inf,0.30161693692207336,0.4180506467819214,inf
d7cf8c54919b433382549e284dbd2461,train,1,10.0,white,H1,786,0.07071080843683418,0.04721003770828247,0.22719040513038635,0.6153304278850555
184b0ebbbd7241f08683cf708d9932a5,test,1,10.0,1overf,H0,2032,inf,0.19348900765180588,0.29762545228004456,inf
184b0ebbbd7241f08683cf708d9932a5,test,1,10.0,1overf,H1,713,0.07025867974356882,0.046587586402893066,0.21010816097259521,1.6318970322608948
5224375564614324b873c7d5a63dab3b,val,1,2.0,1overf,H0,3000,inf,0.5090488493442535,0.6910298466682434,inf
5224375564614324b873c7d5a63dab3b,val,1,2.0,1overf,H1,1900,0.08914743239942349,0.06397965550422668,0.2628421187400818,0.7478763461112976
099218246bd545daad51c48748bbecc0,train,1,10.0,white,H0,994,inf,0.35392187535762787,0.47147953510284424,inf
099218246bd545daad51c48748bbecc0,train,1,10.0,white,H1,355,0.09532029872209254,0.06679537892341614,0.2626810669898987,1.869973063468933
4dd04a734e874b46a727577a84589e65,train,1,3.0,1overf,H0,2012,inf,0.47656209766864777,0.6284334063529968,inf
4dd04a734e874b46a727577a84589e65,train,1,3.0,1overf,H1,1204,0.07826030420207503,0.05485662817955017,0.21874845027923584,2.0308722257614136
da93918c4eb74bc28795bd0bb93bbc9f,val,1,4.0,white,H0,988,inf,0.6523366868495941,0.8495268821716309,inf
da93918c4eb74bc28795bd0bb93bbc9f,val,1,4.0,white,H1,546,0.09696468306985094,0.06698682904243469,0.2731945514678955,1.5742246508598328
379eb267f5de47d1be85b06c2d74e73c,train,1,10.0,white,H0,2033,inf,0.3074757754802704,0.42190635204315186,inf
